code,name,class_type,parent_code,predefined_type,definition
IfcSensorFLOWSENSOR,Flow Sensor,Class,IfcSensor,FLOWSENSOR,A device that senses or detects flow in a fluid.
IfcSensorFOREIGNOBJECTDETECTIONSENSOR,Foreign Object Detection Sensor,Class,IfcSensor,FOREIGNOBJECTDETECTIONSENSOR,A device that senses or detects foreign objects that shock or break the power network. It may alarm when such accidents happen.
IfcSensorFROSTSENSOR,Frost Sensor,Class,IfcSensor,FROSTSENSOR,A device that senses or detects frost on a window.
IfcSensorGASSENSOR,Gas Sensor,Class,IfcSensor,GASSENSOR,A device that senses or detects gas concentration (other than CO2)
IfcSensorHEATSENSOR,Heat Sensor,Class,IfcSensor,HEATSENSOR,A device that senses or detects heat.
IfcSensorHUMIDITYSENSOR,Humidity Sensor,Class,IfcSensor,HUMIDITYSENSOR,A device that senses or detects humidity.
IfcSensorIDENTIFIERSENSOR,Identifier Sensor,Class,IfcSensor,IDENTIFIERSENSOR,"A device that reads a tag, such as for gaining access to a door or elevator"
IfcSensorIONCONCENTRATIONSENSOR,Ion Concentration Sensor,Class,IfcSensor,IONCONCENTRATIONSENSOR,"A device that senses or detects ion concentration, such as for water hardness."
IfcSensorLEVELSENSOR,Level Sensor,Class,IfcSensor,LEVELSENSOR,"A device that senses or detects fill level, such as for a tank."
IfcSensorLIGHTSENSOR,Light Sensor,Class,IfcSensor,LIGHTSENSOR,A device that senses or detects light.
IfcSensorMOISTURESENSOR,Moisture Sensor,Class,IfcSensor,MOISTURESENSOR,A device that senses or detects moisture.
IfcSensorMOVEMENTSENSOR,Movement Sensor,Class,IfcSensor,MOVEMENTSENSOR,A device that senses or detects movement.
IfcSensorOBSTACLESENSOR,Obstacle Sensor,Class,IfcSensor,OBSTACLESENSOR,"A device that senses or detects any obstacles.detectors sensing objects falling from a bridge, rock-fall detectors, etc."
IfcSensorPHSENSOR,Phsensor,Class,IfcSensor,PHSENSOR,A device that senses or detects acidity.
IfcSensorPRESSURESENSOR,Pressure Sensor,Class,IfcSensor,PRESSURESENSOR,A device that senses or detects pressure.
IfcSensorRADIATIONSENSOR,Radiation Sensor,Class,IfcSensor,RADIATIONSENSOR,A device that senses or detects pressure.
IfcSensorRADIOACTIVITYSENSOR,Radioactivity Sensor,Class,IfcSensor,RADIOACTIVITYSENSOR,A device that senses or detects atomic decay.
IfcSensorRAINSENSOR,Rain Sensor,Class,IfcSensor,RAINSENSOR,A device that senses or collects rainfall related information.
IfcSensorSMOKESENSOR,Smoke Sensor,Class,IfcSensor,SMOKESENSOR,A device that senses or detects smoke.
IfcSensorSNOWDEPTHSENSOR,Snow Depth Sensor,Class,IfcSensor,SNOWDEPTHSENSOR,A device that senses or measures the depth of snowfall.
IfcSensorSOUNDSENSOR,Sound Sensor,Class,IfcSensor,SOUNDSENSOR,A device that senses or detects sound.
IfcSensorTEMPERATURESENSOR,Temperature Sensor,Class,IfcSensor,TEMPERATURESENSOR,A device that senses or detects temperature.
IfcSensorTRAINSENSOR,T Rain Sensor,Class,IfcSensor,TRAINSENSOR,"A device, usually attached to the rear end of the last vehicle of a train, acting on a fixed equipment to give an indication that the train is complete."
IfcSensorTURNOUTCLOSURESENSOR,Turnout Closure Sensor,Class,IfcSensor,TURNOUTCLOSURESENSOR,A device that senses or detects the position of a blade of a turnout.
IfcSensorWHEELSENSOR,Wheel Sensor,Class,IfcSensor,WHEELSENSOR,A device that senses or detects the passage of a wheel.
IfcSensorWINDSENSOR,Wind Sensor,Class,IfcSensor,WINDSENSOR,A device that senses or detects airflow speed and direction.
IfcShadingDevice,Shading Device,Class,IfcBuiltElement,,"Shading devices are purpose built devices to protect from the sunlight, from natural light, or screening them from view. Shading devices can form part of the facade or can be mounted inside the building, they can be fixed or operable."
IfcShadingDeviceAWNING,Awning,Class,IfcShadingDevice,AWNING,"A rooflike shelter of canvas or other material extending over a doorway, from the top of a window, over a deck, or similar, in order to provide protection, as from the sun."
IfcShadingDeviceJALOUSIE,Jalousie,Class,IfcShadingDevice,JALOUSIE,A blind with adjustable horizontal slats for admitting light and air while excluding direct sun and rain.
IfcShadingDeviceSHUTTER,Shutter,Class,IfcShadingDevice,SHUTTER,A mechanical device that limits the passage of light. Often used as a a solid or louvered movable cover for a window.
IfcSign,Sign,Class,IfcElementComponent,,"A sign is a notice on display that gives information or instructions in a written, symbolic or other form. Signs are passive with the most common form of a pictorial panel. An instance of [[IfcSign]] refers to the occurrence of an individual panel which can be applied to a surface such as a wall or be aggregated within a Signal Assembly which can include multiple sign occurrences and the associated supporting structural elements (see Signal Assembly for examples)."
IfcSignMARKER,Marker,Class,IfcSign,MARKER,A Sign type formed of a vertical post (possibly with some lettering or symbols) usually used to delimitate distance or the location of some equipment.
IfcSignMIRROR,Mirror,Class,IfcSign,MIRROR,A sign type that provides information via a reflective mirror surface.
IfcSignPICTORAL,Pictoral,Class,IfcSign,PICTORAL,A sign type formed of a flat plate with some written or symbolic images on it.
IfcSignal,Signal,Class,IfcFlowTerminal,,"A signal is an active device that conveys information or instructions to users, by means of an audio, visual signal or a combination of both.; The primary distinction from an [[IfcSign]] is that a signal is active and therefore a subtype of [[IfcFlowTerminal]] usually requiring power and data connections for its operation.; An instance of [[IfcSignal]] represents a singular signalling device in a larger assembled unit or connected system, such as an individual frame within a railway signal, a single light unit in a traffic light system or an audio signal or light mounted on a navigational buoy.; Signals can be physically aggregated together into an assembly which can include multiple signal instances (and also sign instances) and the associated supporting structural elements such as a simple pole or a rigid frame gantry (see Signal Assembly for examples).; Signals can be logically (functionally) grouped together into a signalling system (a type of distribution system) to represent a connected group of signals for example a group of traffic lights controlling an road intersection."
IfcSignalAUDIO,Audio,Class,IfcSignal,AUDIO,"A signal type formed of an active device conveying information by emitting an audio signal such as a beep, ring, horn or explosive sound."
IfcSignalMIXED,Mixed,Class,IfcSignal,MIXED,A signal type formed of an active device conveying information in both a visual and audio manner.
IfcSignalVISUAL,Visual,Class,IfcSignal,VISUAL,"A signal type formed of an active device conveying information in a visual manner such as a light, cluster of lights, or mechanical moving shapes."
IfcSite,Site,Class,IfcSpatialStructureElement,,"A site is a defined area of land, possibly covered with water, on which the project construction is to be completed. A site may be used to erect, retrofit or turn down building(s), or for other construction related developments."
IfcSlab,Slab,Class,IfcBuiltElement,,A slab is a component of the construction that may enclose a space vertically. The slab may provide the lower support (floor) or upper construction (roof slab) in any space in a building.
IfcSlabAPPROACH_SLAB,Approach Slab,Class,IfcSlab,APPROACH_SLAB,Iis part of bridge abutment providing transition from embankment to the bridge
IfcSlabBASESLAB,Baseslab,Class,IfcSlab,BASESLAB,The slab is used to represent a floor slab against the ground (and thereby being a part of the foundation). Another name is mat foundation.
IfcSlabFLOOR,Floor,Class,IfcSlab,FLOOR,The slab is used to represent a floor slab or a bridge deck.
IfcSlabLANDING,Landing,Class,IfcSlab,LANDING,The slab is used to represent a landing within a stair or ramp.
IfcSlabPAVING,Paving,Class,IfcSlab,PAVING,"Rigid pavement course of a road or other paved area, usually concrete."
IfcSlabROOF,Roof,Class,IfcSlab,ROOF,The slab is used to represent a roof slab (either flat or sloped).
IfcSlabSIDEWALK,Side Walk,Class,IfcSlab,SIDEWALK,The slab is used to represent a sidewalk.
IfcSlabTRACKSLAB,Tracks Lab,Class,IfcSlab,TRACKSLAB,"A track slab is a reinforced concrete slab or prestressed reinforced concrete slab, which is a main element of slab track. It can be prefabricated or cast on site and may have sleepers embedded."
IfcSlabWEARING,Wearing,Class,IfcSlab,WEARING,The slab is used to represent a wearing surface.
IfcSolarDevice,Solar Device,Class,IfcEnergyConversionDevice,,A solar device converts solar radiation into other energy such as electric current or thermal energy.
IfcSolarDeviceSOLARCOLLECTOR,Solar Collector,Class,IfcSolarDevice,SOLARCOLLECTOR,"A device that converts solar radiation into thermal energy (heating water, etc.)."
IfcSolarDeviceSOLARPANEL,Solar Panel,Class,IfcSolarDevice,SOLARPANEL,A device that converts solar radiation into electric current.
IfcSpace,Space,Class,IfcSpatialStructureElement,,A space represents an area or volume bounded actually or theoretically. Spaces are areas or volumes that provide for certain functions within a building.
IfcSpaceBERTH,Berth,Class,IfcSpace,BERTH,A space dedicated to the berthing of vessels within a port or managed area
IfcSpaceEXTERNAL,External,Class,IfcSpace,EXTERNAL,A space outside of a facility.
IfcSpaceGFA,GFA,Class,IfcSpace,GFA,Gross Floor [[Area]] - a specific kind of space for each building story that includes all net area and construction area (also the external envelop). Provision of such a specific space is often required by regulations.
IfcSpaceHeater,Space Heater,Class,IfcFlowTerminal,,"Space heaters utilize a combination of radiation and/or natural convection using a heating source such as electricity, steam or hot water to heat a limited space or area. Examples of space heaters include radiators, convectors, baseboard and finned-tube heaters."
IfcSpaceHeaterCONVECTOR,Convector,Class,IfcSpaceHeater,CONVECTOR,A heat-distributing unit that operates with gravity-circulated air.
IfcSpaceHeaterRADIATOR,Radiator,Class,IfcSpaceHeater,RADIATOR,A heat-distributing unit that operates with thermal radiation.
IfcSpaceINTERNAL,Internal,Class,IfcSpace,INTERNAL,A space inside a facility.
IfcSpacePARKING,Parking,Class,IfcSpace,PARKING,"A space dedication for use as a parking spot for vehicles, including access, such as a parking aisle."
IfcSpaceSPACE,Space,Class,IfcSpace,SPACE,Any space not falling into another category.
IfcSpatialElement,Spatial Element,Class,IfcProduct,,A spatial element is the generalization of all spatial elements that might be used to define a spatial structure or to define spatial zones.
IfcSpatialStructureElement,Spatial Structure Element,Class,IfcSpatialElement,,A spatial structure element is the generalization of all spatial elements that might be used to define a spatial structure. The spatial structure can be used to provide a spatial organization of a project.
IfcSpatialZone,Spatial Zone,Class,IfcSpatialElement,,"A spatial zone is a non-hierarchical and potentially overlapping decomposition of the project under some functional consideration. A spatial zone might be used to represent a thermal zone, a construction zone, a lighting zone, a usable area zone. A spatial zone might have its independent placement and shape representation."
IfcSpatialZoneCONSTRUCTION,Construction,Class,IfcSpatialZone,CONSTRUCTION,The spatial zone is used to represent a construction zone for the production process.
IfcSpatialZoneFIRESAFETY,Fire Safety,Class,IfcSpatialZone,FIRESAFETY,"The spatial zone is used to represent a fire safety zone, or fire compartment."
IfcSpatialZoneINTERFERENCE,Interference,Class,IfcSpatialZone,INTERFERENCE,The spatial zone is used to define an interference between [[IfcSpatialElement]] occurrences.
IfcSpatialZoneLIGHTING,Light Ing,Class,IfcSpatialZone,LIGHTING,"The spatial zone is used to represent a lighting zone; a daylight zone, or an artificial lighting zone."
IfcSpatialZoneOCCUPANCY,Occupancy,Class,IfcSpatialZone,OCCUPANCY,The spatial zone is used to represent a zone of particular occupancy.
IfcSpatialZoneRESERVATION,Reservation,Class,IfcSpatialZone,RESERVATION,A spatial zone that marks some sort of reservation within the project extent.
IfcSpatialZoneSECURITY,Security,Class,IfcSpatialZone,SECURITY,The spatial zone is used to represent a zone for security planning and maintenance work.
IfcSpatialZoneTHERMAL,Thermal,Class,IfcSpatialZone,THERMAL,The spatial zone is used to represent a thermal zone.
IfcSpatialZoneTRANSPORT,Transport,Class,IfcSpatialZone,TRANSPORT,The spatial zone is used to represent an area primarily dedicated to the movement of people or goods.
IfcSpatialZoneVENTILATION,Ventilation,Class,IfcSpatialZone,VENTILATION,The spatial zone is used to represent a ventilation zone.
IfcStackTerminal,Stack Terminal,Class,IfcFlowTerminal,,A stack terminal is placed at the top of a ventilating stack (such as to prevent ingress by birds or rainwater) or rainwater pipe (to act as a collector or hopper for discharge from guttering).
IfcStackTerminalBIRDCAGE,Bird Cage,Class,IfcStackTerminal,BIRDCAGE,"Guard cage, typically wire mesh, at the top of the stack preventing access by birds."
IfcStackTerminalCOWL,Cowl,Class,IfcStackTerminal,COWL,A cowling placed at the top of a stack to eliminate downdraft.
IfcStackTerminalRAINWATERHOPPER,Rain Water Hopper,Class,IfcStackTerminal,RAINWATERHOPPER,A box placed at the top of a rainwater downpipe to catch rainwater from guttering.
IfcStair,Stair,Class,IfcBuiltElement,,A stair is a vertical passageway allowing occupants to walk (step) from one floor level to another floor level at a different elevation. It may include a landing as an intermediate floor slab.
IfcStairCURVED_RUN_STAIR,Curved Run Stair,Class,IfcStair,CURVED_RUN_STAIR,A stair extending from one level to another without turns or winders. The stair is consisting of one curved flight.
IfcStairDOUBLE_RETURN_STAIR,Double Return Stair,Class,IfcStair,DOUBLE_RETURN_STAIR,"A stair having one straight flight to a wide quarterspace landing, and two side flights from that landing into opposite directions. The stair is making a 90° turn. The direction of traffic is determined by the walking line."
IfcStairFlight,Stair Flight,Class,IfcBuiltElement,,A stair flight is an assembly of building components in a single 'run' of stair steps (not interrupted by a landing). The stair steps and any stringers are included in the stair flight. A winder is also regarded a part of a stair flight.
IfcStairFlightCURVED,Curved,Class,IfcStairFlight,CURVED,A stair flight with a curved walking line.
IfcStairFlightFREEFORM,Freeform,Class,IfcStairFlight,FREEFORM,A stair flight with a free form walking line (and outer boundaries).
IfcStairFlightSPIRAL,Spiral,Class,IfcStairFlight,SPIRAL,A stair flight with a circular or elliptic walking line.
IfcStairFlightSTRAIGHT,Straight,Class,IfcStairFlight,STRAIGHT,A stair flight with a straight walking line.
IfcStairFlightWINDER,Winder,Class,IfcStairFlight,WINDER,A stair flight with a walking line including straight and curved sections.
IfcStairHALF_TURN_STAIR,Half Turn Stair,Class,IfcStair,HALF_TURN_STAIR,"A stair making a 180° turn, consisting of two straight flights connectedby a halfspace landing. The orientation of the turn is determined by the walking line."
IfcStairHALF_WINDING_STAIR,Half Wind Ing Stair,Class,IfcStair,HALF_WINDING_STAIR,"A stair consisting of one flight with one half winder, which makes a 180° turn. The orientation of the turn is determined by the walking line."
IfcStairLADDER,Ladder,Class,IfcStair,LADDER,a piece of equipment consisting of a series of bars or steps between two upright elements used for climbing up or down something
IfcStairQUARTER_TURN_STAIR,Quarter Turn Stair,Class,IfcStair,QUARTER_TURN_STAIR,"A stair making a 90° turn, consisting of two straight flights connected by a quarterspace landing. The direction of the turn is determined by the walking line."
IfcStairQUARTER_WINDING_STAIR,Quarter Wind Ing Stair,Class,IfcStair,QUARTER_WINDING_STAIR,"A stair consisting of one flight with a quarter winder, which is making a 90° turn. The direction of the turn is determined by the walking line."
IfcStairSPIRAL_STAIR,Spiral Stair,Class,IfcStair,SPIRAL_STAIR,"A stair constructed with winders around a circular newel often without landings. Depending on outer boundary it can be either a circular, elliptical or rectangular spiral stair. The orientation of the winding stairs is determined by the walking line."
IfcStairSTRAIGHT_RUN_STAIR,Straight Run Stair,Class,IfcStair,STRAIGHT_RUN_STAIR,A stair extending from one level to another without turns or winders. The stair consists of one straight flight.
IfcStairTHREE_QUARTER_TURN_STAIR,Three Quarter Turn Stair,Class,IfcStair,THREE_QUARTER_TURN_STAIR,"A stair making a 270° turn, consisting of four straight flights connected; by three quarterspace landings. The direction of the turns is determined by the walking line."
IfcStairTHREE_QUARTER_WINDING_STAIR,Three Quarter Wind Ing Stair,Class,IfcStair,THREE_QUARTER_WINDING_STAIR,"A stair consisting of one flight with three quarter winders, which make a; 90° turn. The stair makes a 270° turn. The direction of the turns is determined by the walking line."
IfcStairTWO_CURVED_RUN_STAIR,Two Curved Run Stair,Class,IfcStair,TWO_CURVED_RUN_STAIR,A curved stair consisting of two curved flights without turns but with one landing.
IfcStairTWO_QUARTER_TURN_STAIR,Two Quarter Turn Stair,Class,IfcStair,TWO_QUARTER_TURN_STAIR,"A stair making a 180° turn, consisting of three straight flights connected by two quarterspace landings. The direction of the turns is determined by the walking line."
IfcStairTWO_QUARTER_WINDING_STAIR,Two Quarter Wind Ing Stair,Class,IfcStair,TWO_QUARTER_WINDING_STAIR,"A stair consisting of one flight with two quarter winders, which make a; 90° turn. The stair makes a 180° turn. The direction of the turns is determined by the walking line."
IfcStairTWO_STRAIGHT_RUN_STAIR,Two Straight Run Stair,Class,IfcStair,TWO_STRAIGHT_RUN_STAIR,A straight stair consisting of two straight flights without turns but with one landing.
IfcStructuralAction,Structural Action,Class,IfcStructuralActivity,,A structural action is a structural activity that acts upon a structural item or building element.
IfcStructuralActivity,Structural Activity,Class,IfcProduct,,"The abstract entity [[IfcStructuralActivity]] combines the definition of actions (such as forces, displacements, etc.) and reactions (support reactions, internal forces, deflections, etc.) which are specified by using the basic load definitions from the IfcStructuralLoadResource."
IfcStructuralAnalysisModel,Structural Analysis Model,Class,IfcSystem,,"The [[IfcStructuralAnalysisModel]] is used to assemble all information needed to represent a structural analysis model. It encompasses certain general properties (such as analysis type), references to all contained structural members, structural supports or connections, as well as loads and the respective load results."
IfcStructuralAnalysisModelIN_PLANE_LOADING_2D,In Plane Loading 2D,Class,IfcStructuralAnalysisModel,IN_PLANE_LOADING_2D,In plan loading 2D
IfcStructuralAnalysisModelLOADING_3D,Loading 3D,Class,IfcStructuralAnalysisModel,LOADING_3D,Loading 3D
IfcStructuralAnalysisModelOUT_PLANE_LOADING_2D,Out Plane Loading 2D,Class,IfcStructuralAnalysisModel,OUT_PLANE_LOADING_2D,Out plane loading 2D
IfcStructuralConnection,Structural Connection,Class,IfcStructuralItem,,"An [[IfcStructuralConnection]] represents a structural connection object (node connection, edge connection, or surface connection) or supports."
IfcStructuralCurveAction,Structural Curve Action,Class,IfcStructuralAction,,"A structural curve action defines an action which is distributed over a curve. A curve action may be connected with a curve member or curve connection, or surface member or surface connection."
IfcStructuralCurveActionCONST,Const,Class,IfcStructuralCurveAction,CONST,The load has a constant value over its entire extent.
IfcStructuralCurveActionDISCRETE,Discrete,Class,IfcStructuralCurveAction,DISCRETE,The load is specified as a series of discrete load points.
IfcStructuralCurveActionEQUIDISTANT,Equidistant,Class,IfcStructuralCurveAction,EQUIDISTANT,The load consists of n consecutive sections of same length and is specified by n+1 load samples. The interpolation type over the segments is not defined by this distribution type but may be qualified in [[IfcObject]].[[ObjectType]] based on additional agreements.
IfcStructuralCurveActionLINEAR,Linear,Class,IfcStructuralCurveAction,LINEAR,The load value is linearly distributed over the load's extent.
IfcStructuralCurveActionPARABOLA,Parabola,Class,IfcStructuralCurveAction,PARABOLA,The load value is distributed as a half wave described by a symmetric quadratic parabola.
IfcStructuralCurveActionPOLYGONAL,Polygonal,Class,IfcStructuralCurveAction,POLYGONAL,The load consists of several consecutive linear sections.
IfcStructuralCurveActionSINUS,Sinus,Class,IfcStructuralCurveAction,SINUS,The load value is distributed as a sinus half wave.
IfcStructuralCurveConnection,Structural Curve Connection,Class,IfcStructuralConnection,,"Instances of [[IfcStructuralCurveConnection]] describe edge 'nodes', i.e. edges where two or more surface members are joined, or edge supports. Edge curves may be straight or curved."
IfcStructuralCurveMember,Structural Curve Member,Class,IfcStructuralMember,,"Instances of [[IfcStructuralCurveMember]] describe edge members, i.e. structural analysis idealizations of beams, columns, rods etc. Curve members may be straight or curved."
IfcStructuralCurveMemberCABLE,Cable,Class,IfcStructuralCurveMember,CABLE,A tension member which is able to carry transverse loads only under large deflection.
IfcStructuralCurveMemberCOMPRESSION_MEMBER,Compression Member,Class,IfcStructuralCurveMember,COMPRESSION_MEMBER,A member without tensional stiffness.
IfcStructuralCurveMemberPIN_JOINED_MEMBER,Pin Joined Member,Class,IfcStructuralCurveMember,PIN_JOINED_MEMBER,"A member with capacity to carry axial loads only, i.e. a link. Typically used in trusses."
IfcStructuralCurveMemberRIGID_JOINED_MEMBER,Rigid Joined Member,Class,IfcStructuralCurveMember,RIGID_JOINED_MEMBER,"A member with capacity to carry transverse and axial loads, i.e. a beam. Its actual joints may be rigid or pinned. Typically used in rigid frames."
IfcStructuralCurveMemberTENSION_MEMBER,Tension Member,Class,IfcStructuralCurveMember,TENSION_MEMBER,A member without compressional stiffness.
IfcStructuralCurveMemberVarying,Structural Curve Member Varying,Class,IfcStructuralCurveMember,Varying,This entity describes edge members with varying profile properties. Each instance of [[IfcStructuralCurveMemberVarying]] is composed of two or more instances of [[IfcStructuralCurveMember]] with differing profile properties. These subordinate members relate to the instance of [[IfcStructuralCurveMemberVarying]] by IfcRelAggregates.
IfcStructuralCurveReaction,Structural Curve Reaction,Class,IfcStructuralReaction,,"This entity defines a reaction which occurs distributed over a curve. A curve reaction may be connected with a curve member or curve connection, or surface member or surface connection."
IfcStructuralCurveReactionCONST,Const,Class,IfcStructuralCurveReaction,CONST,The load has a constant value over its entire extent.
IfcStructuralCurveReactionDISCRETE,Discrete,Class,IfcStructuralCurveReaction,DISCRETE,The load is specified as a series of discrete load points.
IfcStructuralCurveReactionEQUIDISTANT,Equidistant,Class,IfcStructuralCurveReaction,EQUIDISTANT,The load consists of n consecutive sections of same length and is specified by n+1 load samples. The interpolation type over the segments is not defined by this distribution type but may be qualified in [[IfcObject]].[[ObjectType]] based on additional agreements.
IfcStructuralCurveReactionLINEAR,Linear,Class,IfcStructuralCurveReaction,LINEAR,The load value is linearly distributed over the load's extent.
IfcStructuralCurveReactionPARABOLA,Parabola,Class,IfcStructuralCurveReaction,PARABOLA,The load value is distributed as a half wave described by a symmetric quadratic parabola.
IfcStructuralCurveReactionPOLYGONAL,Polygonal,Class,IfcStructuralCurveReaction,POLYGONAL,The load consists of several consecutive linear sections.
IfcStructuralCurveReactionSINUS,Sinus,Class,IfcStructuralCurveReaction,SINUS,The load value is distributed as a sinus half wave.
IfcStructuralItem,Structural Item,Class,IfcProduct,,"The abstract entity [[IfcStructuralItem]] is the generalization of structural members and structural connections, that is, analysis idealizations of elements in the building model. It defines the relation between structural members and connections with structural activities (actions and reactions)."
IfcStructuralLinearAction,Structural Linear Action,Class,IfcStructuralCurveAction,,This entity defines an action with constant value which is distributed over a curve.
IfcStructuralLoad,Structural Load,Class,,,"This abstract entity is the supertype of all loads (actions or reactions) or of certain requirements resulting from structural analysis, or certain provisions which influence structural analysis."
IfcStructuralLoadCase,Structural Load Case,Class,IfcStructuralLoadGroup,,"A load case is a load group, commonly used to group loads from the same action source."
IfcStructuralLoadGroup,Structural Load Group,Class,IfcGroup,,"The entity [[IfcStructuralLoadGroup]] is used to structure the physical impacts. By using the grouping features inherited from [[IfcGroup]], instances of [[IfcStructuralAction]] (or its subclasses) and of [[IfcStructuralLoadGroup]] can be used to define load groups, load cases and load combinations. (See also IfcLoadGroupTypeEnum.)"
IfcStructuralLoadGroupLOAD_CASE,Load Case,Class,IfcStructuralLoadGroup,LOAD_CASE,Groups LOAD_GROUPs and instances of subtypes of [[IfcStructuralAction]].; It should be used as a container for loads with the same origin.
IfcStructuralLoadGroupLOAD_COMBINATION,Load Combination,Class,IfcStructuralLoadGroup,LOAD_COMBINATION,"An intermediate level between LOAD_CASE and LOAD_COMBINATION. This level is obsolete and deprecated. Before the introduction of IfcRelAssignsToGroupByFactor, the purpose of this level was to provide a factor with which one or more LOAD_CASEs occur in a LOAD_COMBINATION."
IfcStructuralLoadGroupLOAD_GROUP,Load Group,Class,IfcStructuralLoadGroup,LOAD_GROUP,"Groups instances of subtypes of [[IfcStructuralAction]]. It shall be used as a container for loads grouped together for specific purposes, such as loads which are part of a special load pattern."
IfcStructuralMember,Structural Member,Class,IfcStructuralItem,,The abstract entity [[IfcStructuralMember]] is the superclass of all structural items which represent the idealized structural behavior of building elements.
IfcStructuralPlanarAction,Structural Planar Action,Class,IfcStructuralSurfaceAction,,This entity defines an action with constant value which is distributed over a surface.
IfcStructuralPointAction,Structural Point Action,Class,IfcStructuralAction,,"This entity defines an action which acts on a point. A point action is typically connected with a point connection. It may also be connected with a curve member or curve connection, or surface member or surface connection."
IfcStructuralPointConnection,Structural Point Connection,Class,IfcStructuralConnection,,Instances of [[IfcStructuralPointConnection]] describe structural nodes or point supports.
IfcStructuralPointReaction,Structural Point Reaction,Class,IfcStructuralReaction,,"This entity defines a reaction which occurs at a point. A point reaction is typically connected with a point connection. It may also be connected with a curve member or curve connection, or surface member or surface connection."
IfcStructuralReaction,Structural Reaction,Class,IfcStructuralActivity,,"A structural reaction is a structural activity that results from a structural action imposed to a structural item or building element. Examples are support reactions, internal forces, and deflections."
IfcStructuralResultGroup,Structural Result Group,Class,IfcGroup,,Instances of the entity [[IfcStructuralResultGroup]] are used to group results of structural analysis calculations and to capture the connection to the underlying basic load group. The basic functionality for grouping inherited from [[IfcGroup]] is used to collect instances from [[IfcStructuralReaction]] or its respective subclasses.
IfcStructuralSurfaceAction,Structural Surface Action,Class,IfcStructuralAction,,This entity defines an action which is distributed over a surface. A surface action may be connected with a surface member or surface connection.
IfcStructuralSurfaceActionBILINEAR,Bilinear,Class,IfcStructuralSurfaceAction,BILINEAR,The load value is bilinearly distributed over the load's extent.
IfcStructuralSurfaceActionCONST,Const,Class,IfcStructuralSurfaceAction,CONST,The load has a constant value over its entire extent.
IfcStructuralSurfaceActionDISCRETE,Discrete,Class,IfcStructuralSurfaceAction,DISCRETE,The load is specified as a series of discrete load points.
IfcStructuralSurfaceActionISOCONTOUR,Isocontour,Class,IfcStructuralSurfaceAction,ISOCONTOUR,"The load is specified by a series of iso-curves (level sets), i.e. curves at which the load value is constant. These curves run perpendicularly to the load gradient."
IfcStructuralSurfaceConnection,Structural Surface Connection,Class,IfcStructuralConnection,,"Instances of [[IfcStructuralSurfaceConnection]] describe face 'nodes', i.e. faces where two or more surface members are joined, or face supports. Face surfaces may be planar or curved."
IfcStructuralSurfaceMember,Structural Surface Member,Class,IfcStructuralMember,,"Instances of [[IfcStructuralSurfaceMember]] describe face members, that is, structural analysis idealizations of slabs, walls, and shells. Surface members may be planar or curved."
IfcStructuralSurfaceMemberBENDING_ELEMENT,Bending Element,Class,IfcStructuralSurfaceMember,BENDING_ELEMENT,"A member with capacity to carry out-of-plane loads, i.e. a plate."
IfcStructuralSurfaceMemberMEMBRANE_ELEMENT,Membrane Element,Class,IfcStructuralSurfaceMember,MEMBRANE_ELEMENT,"A member with capacity to carry in-plane loads, for example a shear wall."
IfcStructuralSurfaceMemberSHELL,Shell,Class,IfcStructuralSurfaceMember,SHELL,"A member with capacity to carry in-plane and out-of-plane loads, i.e. a combination of bending element and membrane element."
IfcStructuralSurfaceMemberVarying,Structural Surface Member Varying,Class,IfcStructuralSurfaceMember,Varying,"This entity describes surface members with varying section properties. The properties are provided by means of [[Pset_StructuralSurfaceMemberVaryingThickness]] via IfcRelDefinesByProperties,An instance of [[IfcStructuralSurfaceMemberVarying]] may be composed of two or more instances of [[IfcStructuralSurfaceMember]] with differing section properties. These subordinate members relate to the instance of [[IfcStructuralSurfaceMemberVarying]] by IfcRelAggregates."
IfcStructuralSurfaceReaction,Structural Surface Reaction,Class,IfcStructuralReaction,,This entity defines a reaction which occurs distributed over a surface. A surface reaction may be connected with a surface member or surface connection.
IfcStructuralSurfaceReactionBILINEAR,Bilinear,Class,IfcStructuralSurfaceReaction,BILINEAR,The load value is bilinearly distributed over the load's extent.
IfcStructuralSurfaceReactionCONST,Const,Class,IfcStructuralSurfaceReaction,CONST,The load has a constant value over its entire extent.
IfcStructuralSurfaceReactionDISCRETE,Discrete,Class,IfcStructuralSurfaceReaction,DISCRETE,The load is specified as a series of discrete load points.
IfcStructuralSurfaceReactionISOCONTOUR,Isocontour,Class,IfcStructuralSurfaceReaction,ISOCONTOUR,"The load is specified by a series of iso-curves (level sets), i.e. curves at which the load value is constant. These curves run perpendicularly to the load gradient."
IfcSurfaceFeature,Surface Feature,Class,IfcFeatureElement,,"A surface feature is a modification at (onto, or into) of the surface of an element. Parts of the surface of the entire surface may be affected. The volume and mass of the element may be increased, remain unchanged, or be decreased by the surface feature, depending on manufacturing technology. However, any increase or decrease of volume is small compared to the total volume of the element."
IfcSurfaceFeatureDEFECT,Defect,Class,IfcSurfaceFeature,DEFECT,"Detected defect on the surface of an element, such as corroded or eroded area."
IfcSurfaceFeatureHATCHMARKING,Hatch Marking,Class,IfcSurfaceFeature,HATCHMARKING,surface markings defined by enclosed 2d shape with defined hatch fillings.
